,Excretory_cells,Somatic_gonad_precursors,Body_wall_muscle,Am/PH_sheath_cells,Non-seam_hypodermis,Germline,Cholinergic_neurons,GABAergic_neurons,Pharyngeal_epithelia,Touch_receptor_neurons,Intestinal/rectal_muscle,Canal_associated_neurons,Intestine,Seam_cells,Rectum,Other_interneurons,Pharyngeal_neurons,Ciliated_sensory_neurons,Oxygen_sensory_neurons,Pharyngeal_gland,Pharyngeal_muscle,Coelomocytes
Excretory_cells,0.04735283024105684,0.03955300704260686,0.15285938258659376,0.06838959363703795,0.04735283024105684,0.04735283024105684,0.15754678499391944,0.11887222932919979,0.1574219608263853,0.023214569093116227,0.05403929642243141,0.1290404129618627,0.03955300704260686,0.02638730096465585,0.028422662543155133,0.0971000584193548,0.13661765155921232,0.04735283024105684,0.0932071966624735,0.15689185800039324,0.021865152601710482,0.2662411644127972
Somatic_gonad_precursors,0.03955300704260686,0.03955300704260686,0.36941958930101915,0.06658864439764643,0.03955300704260686,0.08060807322614064,0.32198266871601644,0.3019864960608183,0.2654001678735423,0.04844393159857956,0.14272782643595863,0.1881904848188663,0.03955300704260686,0.007468572988180101,0.07753405470158667,0.09574441216345628,0.32628809116303104,0.03955300704260686,0.015585212756565743,0.03955300704260686,0.04621615462910736,0.24895196517981197
Body_wall_muscle,0.15285938258659376,0.36941958930101915,1.072116589669293,0.7003837600015868,0.259597830983716,0.7757259857057421,1.2971388294270707,1.4982562703720064,0.9191931956656376,0.8414867373835682,0.7386181627142538,0.9490405402283488,0.5950808007536855,0.6011922697967356,0.7668769214789185,1.2975694635544737,1.8138916201867954,1.072116589669293,0.5228787452803375,0.7778039536982799,1.000217201545864,1.4424927980943418
Am/PH_sheath_cells,0.06838959363703795,0.06658864439764643,0.7003837600015868,0.14730657136230038,0.14675821967088606,0.2867195147006741,0.36076260421796913,0.5904895477306843,0.41668784801692227,0.18365925464307534,0.3815335078009197,0.5132862240175146,0.09293815038828637,0.17454142496360653,0.2767496196169012,0.10865771206546952,0.6984274752437246,0.14730657136230038,0.31412396428326006,0.2867195147006741,0.14230574221345038,0.7972393126068001
Non-seam_hypodermis,0.04735283024105684,0.03955300704260686,0.259597830983716,0.14675821967088606,0.12508352556843524,0.12508352556843524,0.3010734272837887,0.2064889942071422,0.20210951694165108,0.06963687226085957,0.07756001450206083,0.21161948468043665,0.03955300704260686,0.12216810850710623,0.13828641242856574,0.5326879370194478,0.11798803837334138,0.12508352556843524,0.0780795366429698,0.12508352556843524,0.07748213975538855,0.43991395150258594
Germline,0.04735283024105684,0.08060807322614064,0.7757259857057421,0.2867195147006741,0.12508352556843524,0.3010734272837887,0.6017994927805721,0.7793689805519077,0.4781430478298307,0.15864052954514513,0.23088125951167557,0.7035542057936036,0.07930286553008,0.07935499859321243,0.07888602616331936,0.4718549217468937,1.099906098456602,0.3010734272837887,0.3041682271733078,0.3010734272837887,0.30111686324740977,0.7001659593541418
Cholinergic_neurons,0.15754678499391944,0.32198266871601644,1.2971388294270707,0.36076260421796913,0.3010734272837887,0.6017994927805721,0.6017994927805721,0.9136401693252518,0.5319482085457624,0.6012789639744668,0.8892419911201124,1.3036436112666683,0.32980054838774003,0.33606362083288316,0.5509074688805811,0.5765902722669066,1.2684112348132608,0.6017994927805721,0.42481215507233894,0.6017994927805721,0.5955083822413142,0.7779341574114136
GABAergic_neurons,0.11887222932919979,0.3019864960608183,1.4982562703720064,0.5904895477306843,0.2064889942071422,0.7793689805519077,0.9136401693252518,0.5969653162554138,0.6669559701765128,0.5630426693305505,0.8184422261372138,1.0243384668189415,0.18528638730402328,0.18762148884580573,0.4291069637816078,1.0525662781129492,1.099906098456602,0.5969653162554138,0.6283780728239786,0.30016227413275426,0.24722193574332327,1.7812020018882608
Pharyngeal_epithelia,0.1574219608263853,0.2654001678735423,0.9191931956656376,0.41668784801692227,0.20210951694165108,0.4781430478298307,0.5319482085457624,0.6669559701765128,1.0809219076239263,0.15670491726349287,0.43168091490488825,1.0550240915879519,0.2232261975878929,0.2246444517094482,0.41290668836607264,0.5719462386203693,0.8848889644956524,0.30224772583224535,0.12662126359085896,1.0809219076239263,0.5002442053362185,1.8996294548824353
Touch_receptor_neurons,0.023214569093116227,0.04844393159857956,0.8414867373835682,0.18365925464307534,0.06963687226085957,0.15864052954514513,0.6012789639744668,0.5630426693305505,0.15670491726349287,0.30583370406680177,0.36886074974318883,0.5291486754738824,0.009461362421831092,0.06780536935921316,0.21777827844237788,0.5296630248062005,0.485717952139622,0.30583370406680177,0.18980109742982554,0.04653025674659864,0.12787287551051224,0.3529105712834451
Intestinal/rectal_muscle,0.05403929642243141,0.14272782643595863,0.7386181627142538,0.3815335078009197,0.07756001450206083,0.23088125951167557,0.8892419911201124,0.8184422261372138,0.43168091490488825,0.36886074974318883,0.23088125951167557,0.6799576245203554,0.15313735083113128,0.2975263809214447,0.12162184415014526,0.8852222680284376,0.5732448214810753,0.29877751574344286,0.2549252084179425,0.3750478953368781,0.2359360063068288,0.792769690151647
Canal_associated_neurons,0.1290404129618627,0.1881904848188663,0.9490405402283488,0.5132862240175146,0.21161948468043665,0.7035542057936036,1.3036436112666683,1.0243384668189415,1.0550240915879519,0.5291486754738824,0.6799576245203554,0.5301043810249821,0.22918479453457205,0.14748950922595874,0.5125081084415084,0.6052857204666579,1.4461169733561263,0.7035542057936036,0.4611122199853002,0.5301043810249821,0.3734030332190271,1.3151546383555874
Intestine,0.03955300704260686,0.03955300704260686,0.5950808007536855,0.09293815038828637,0.03955300704260686,0.07930286553008,0.32980054838774003,0.18528638730402328,0.2232261975878929,0.009461362421831092,0.15313735083113128,0.22918479453457205,0.03955300704260686,0.014910493073618653,0.053253064966414985,0.0784695864987576,0.3675427078152758,0.03955300704260686,0.06897460488739206,0.03955300704260686,0.036731748473764855,0.23065960529697815
