,Excretory_cells,Somatic_gonad_precursors,Body_wall_muscle,Am/PH_sheath_cells,Non-seam_hypodermis,Germline,Cholinergic_neurons,GABAergic_neurons,Pharyngeal_epithelia,Touch_receptor_neurons,Intestinal/rectal_muscle,Canal_associated_neurons,Intestine,Seam_cells,Rectum,Other_interneurons,Pharyngeal_neurons,Ciliated_sensory_neurons,Oxygen_sensory_neurons,Pharyngeal_gland,Pharyngeal_muscle,Coelomocytes
Intestinal/rectal_muscle,0.38226596463598217,0.8919426262161462,1.4628107737563556,0.7521494330264664,0.114638779968488,0.21577510456010449,1.1968844451099732,1.148741651280925,1.0486624812040828,1.4615519482897832,0.5096902916988417,0.7114154550327147,1.5867002359187476,0.11204529619119849,0.20193663589088154,1.1968844451099732,1.5037624548332633,0.4855186583012171,1.2616158764878442,0.5657505476035244,1.2023862698469236,1.3005959181846631
Canal_associated_neurons,0.2703493316640798,0.35115229162710637,0.6392173101267199,0.2205839010529324,0.024614151010532673,0.10330847343711594,0.30277065724028246,0.3860525232196502,0.5398541825082498,0.45717457304082,0.7114154550327147,0.2534825625853462,0.384260311380845,0.041340572947066785,0.14917004015146906,0.2534825625853462,0.6560992877503938,0.14684956355215725,0.7532552902761583,0.43004118190340596,0.5066813917678985,0.7182850299727044
Intestine,0.11469533241103202,0.36046370917389103,1.0213630516155259,0.7757259857057421,0.0296763735614967,0.03876880295533691,0.4728213811960356,0.027797161620935564,0.7092977567121456,0.2882349375185686,1.5867002359187476,0.384260311380845,0.7717279978760005,0.028075050815808637,0.06461870792001477,0.7717279978760005,1.467245621007502,0.1779954659104745,0.820017574707408,0.3870043439676525,0.29899359340445186,0.7717279978760005
Seam_cells,0.17545114666179618,0.055764156206519956,0.05843887976392922,0.08932224525729474,0.1527976360190762,0.018407882785918588,0.05700040663395948,0.021591207376960735,0.22603080959978217,0.008131820645956028,0.11204529619119849,0.041340572947066785,0.028075050815808637,0.05700040663395948,0.15409616110121746,0.02745004998777521,0.06351139103087404,0.023741750742954877,0.10072681268239618,0.09223940911568251,0.027288159452933447,0.1894986522334702
Rectum,0.3281794398167511,0.20335629621488355,0.2512694439015055,0.5666302531434141,0.25523776293442196,0.037606984796595896,0.1252863112422208,0.11739009144262927,0.3857357126412948,0.18223636771963225,0.20193663589088154,0.14917004015146906,0.06461870792001477,0.15409616110121746,0.38838288944566396,0.038483988551051014,0.1983905119726812,0.014057350206606924,0.36845477216569056,0.22687207596666528,0.07714484378809551,0.41685792614006845
Other_interneurons,0.16023921903867888,0.3799160218273005,0.718739312944987,0.08236322416810933,0.08993616460501788,0.07972010536705157,0.3010734272837887,0.23280701631753167,0.358823453386886,0.5152020756681156,1.1968844451099732,0.2534825625853462,0.7717279978760005,0.02745004998777521,0.038483988551051014,0.3010734272837887,1.064492734175287,0.1267084683999408,0.5980827494824252,0.3031632694248364,0.2973110318408666,0.7717279978760005
Pharyngeal_neurons,0.4373503277880834,0.7703181576823243,2.0969100130080562,0.257117828562727,0.0748168749398738,0.17855198098246972,1.064492734175287,0.9806759628463092,0.7555991661986298,0.5427995872062317,1.5037624548332633,0.6560992877503938,1.467245621007502,0.06351139103087404,0.1983905119726812,1.064492734175287,1.064492734175287,0.43415218132648237,1.4528408786725824,0.5310621943345387,1.0114410431213847,1.467245621007502
Ciliated_sensory_neurons,0.07486847224086156,0.046047116768076914,0.2527436025578557,0.01723142274898808,0.004255148923669506,0.08399373703635468,0.03599979794092253,0.07636746682295151,0.3078583906332163,0.20028046997412147,0.4855186583012171,0.14684956355215725,0.1779954659104745,0.023741750742954877,0.014057350206606924,0.1267084683999408,0.43415218132648237,0.03599979794092253,0.30111686324740977,0.3371005736374227,0.3042994802288285,0.8706324042770143
Oxygen_sensory_neurons,0.2510758476419348,0.5215056523391913,1.0670191780768024,0.20186750273538642,0.09533854208447552,0.1150631028961398,0.5980827494824252,0.6371406970413197,0.6214204238842252,0.5774101601485179,1.2616158764878442,0.7532552902761583,0.820017574707408,0.10072681268239618,0.36845477216569056,0.5980827494824252,1.4528408786725824,0.30111686324740977,0.5980827494824252,0.474436941729933,0.6910089709998359,0.8609083924761772
Pharyngeal_gland,0.2708757247418789,0.3122927203751811,0.791424291052425,0.3031632694248364,0.12804780615811223,0.08052965004925136,0.3031632694248364,0.1769172034671963,0.5647131877598722,0.3271635458286029,0.5657505476035244,0.43004118190340596,0.3870043439676525,0.09223940911568251,0.22687207596666528,0.3031632694248364,0.5310621943345387,0.3371005736374227,0.474436941729933,0.3031632694248364,0.23291837863667775,0.7757259857057421
Pharyngeal_muscle,0.17121125181504687,0.511801938396646,0.5016205160488545,0.08052965004925136,0.07009595737961662,0.07972010536705157,0.4737253545742463,0.14155303918974704,0.5070301946795108,0.2866354793904461,1.2023862698469236,0.5066813917678985,0.29899359340445186,0.027288159452933447,0.07714484378809551,0.2973110318408666,1.0114410431213847,0.3042994802288285,0.6910089709998359,0.23291837863667775,0.1750285388763067,0.7717279978760005
Coelomocytes,0.42193411616390836,0.9312577070670182,1.0277971616209356,0.7717279978760005,0.27777753603026967,0.29899359340445186,0.7717279978760005,0.4520407894128139,1.3106911408763793,0.5415132362017931,1.3005959181846631,0.7182850299727044,0.7717279978760005,0.1894986522334702,0.41685792614006845,0.7717279978760005,1.467245621007502,0.8706324042770143,0.8609083924761772,0.7757259857057421,0.7717279978760005,0.7717279978760005
