,Symbol,Name,EntrezGene.ID,Ensembl.Gene.ID,HomoloGene.ID,HGNC.ID
htp-1,htp-1,htp-1,htp-1,htp-1,htp-1,htp-1
htp-2,htp-2,htp-2,htp-2,htp-2,htp-2,htp-2
htp-3,htp-3,htp-3,htp-3,htp-3,htp-3,htp-3
hum-1,hum-1,hum-1,hum-1,hum-1,hum-1,hum-1
hum-2,hum-2,hum-2,hum-2,hum-2,hum-2,hum-2
hum-4,hum-4,hum-4,hum-4,hum-4,hum-4,hum-4
hum-5,hum-5,hum-5,hum-5,hum-5,hum-5,hum-5
hum-6,hum-6,hum-6,hum-6,hum-6,hum-6,hum-6
hum-7,hum-7,hum-7,hum-7,hum-7,hum-7,hum-7
hum-8,hum-8,hum-8,hum-8,hum-8,hum-8,hum-8
hus-1,hus-1,hus-1,hus-1,hus-1,hus-1,hus-1
hyl-1,hyl-1,hyl-1,hyl-1,hyl-1,hyl-1,hyl-1
hyl-2,hyl-2,hyl-2,hyl-2,hyl-2,hyl-2,hyl-2
icd-1,icd-1,icd-1,icd-1,icd-1,icd-1,icd-1
icln-1,icln-1,icln-1,icln-1,icln-1,icln-1,icln-1
icp-1,icp-1,icp-1,icp-1,icp-1,icp-1,icp-1
ida-1,ida-1,ida-1,ida-1,ida-1,ida-1,ida-1
ifa-1,ifa-1,ifa-1,ifa-1,ifa-1,ifa-1,ifa-1
ifa-3,ifa-3,ifa-3,ifa-3,ifa-3,ifa-3,ifa-3
ifa-4,ifa-4,ifa-4,ifa-4,ifa-4,ifa-4,ifa-4
ifb-1,ifb-1,ifb-1,ifb-1,ifb-1,ifb-1,ifb-1
ifb-2,ifb-2,ifb-2,ifb-2,ifb-2,ifb-2,ifb-2
ifc-1,ifc-1,ifc-1,ifc-1,ifc-1,ifc-1,ifc-1
ifc-2,ifc-2,ifc-2,ifc-2,ifc-2,ifc-2,ifc-2
ifd-1,ifd-1,ifd-1,ifd-1,ifd-1,ifd-1,ifd-1
ifd-2,ifd-2,ifd-2,ifd-2,ifd-2,ifd-2,ifd-2
ife-1,ife-1,ife-1,ife-1,ife-1,ife-1,ife-1
ife-2,ife-2,ife-2,ife-2,ife-2,ife-2,ife-2
ife-3,ife-3,ife-3,ife-3,ife-3,ife-3,ife-3
ife-4,ife-4,ife-4,ife-4,ife-4,ife-4,ife-4
ife-5,ife-5,ife-5,ife-5,ife-5,ife-5,ife-5
iff-1,iff-1,iff-1,iff-1,iff-1,iff-1,iff-1
iff-2,iff-2,iff-2,iff-2,iff-2,iff-2,iff-2
ifg-1,ifg-1,ifg-1,ifg-1,ifg-1,ifg-1,ifg-1
ifp-1,ifp-1,ifp-1,ifp-1,ifp-1,ifp-1,ifp-1
ify-1,ify-1,ify-1,ify-1,ify-1,ify-1,ify-1
ikb-1,ikb-1,ikb-1,ikb-1,ikb-1,ikb-1,ikb-1
ile-1,ile-1,ile-1,ile-1,ile-1,ile-1,ile-1
ile-2,ile-2,ile-2,ile-2,ile-2,ile-2,ile-2
ima-1,ima-1,ima-1,ima-1,ima-1,ima-1,ima-1
ima-2,ima-2,ima-2,ima-2,ima-2,ima-2,ima-2
ima-3,ima-3,ima-3,ima-3,ima-3,ima-3,ima-3
imb-1,imb-1,imb-1,imb-1,imb-1,imb-1,imb-1
imb-2,imb-2,imb-2,imb-2,imb-2,imb-2,imb-2
imb-3,imb-3,imb-3,imb-3,imb-3,imb-3,imb-3
xpo-1,xpo-1,xpo-1,xpo-1,xpo-1,xpo-1,xpo-1
xpo-2,xpo-2,xpo-2,xpo-2,xpo-2,xpo-2,xpo-2
xpo-3,xpo-3,xpo-3,xpo-3,xpo-3,xpo-3,xpo-3
ina-1,ina-1,ina-1,ina-1,ina-1,ina-1,ina-1
inf-1,inf-1,inf-1,inf-1,inf-1,inf-1,inf-1
ins-1,ins-1,ins-1,ins-1,ins-1,ins-1,ins-1
ins-2,ins-2,ins-2,ins-2,ins-2,ins-2,ins-2
ins-3,ins-3,ins-3,ins-3,ins-3,ins-3,ins-3
ins-4,ins-4,ins-4,ins-4,ins-4,ins-4,ins-4
ins-5,ins-5,ins-5,ins-5,ins-5,ins-5,ins-5
ins-6,ins-6,ins-6,ins-6,ins-6,ins-6,ins-6
ins-7,ins-7,ins-7,ins-7,ins-7,ins-7,ins-7
ins-8,ins-8,ins-8,ins-8,ins-8,ins-8,ins-8
ins-9,ins-9,ins-9,ins-9,ins-9,ins-9,ins-9
ins-10,ins-10,ins-10,ins-10,ins-10,ins-10,ins-10
ins-11,ins-11,ins-11,ins-11,ins-11,ins-11,ins-11
ins-12,ins-12,ins-12,ins-12,ins-12,ins-12,ins-12
ins-13,ins-13,ins-13,ins-13,ins-13,ins-13,ins-13
ins-14,ins-14,ins-14,ins-14,ins-14,ins-14,ins-14
ins-15,ins-15,ins-15,ins-15,ins-15,ins-15,ins-15
ins-16,ins-16,ins-16,ins-16,ins-16,ins-16,ins-16
ins-17,ins-17,ins-17,ins-17,ins-17,ins-17,ins-17
ins-18,ins-18,ins-18,ins-18,ins-18,ins-18,ins-18
ins-19,ins-19,ins-19,ins-19,ins-19,ins-19,ins-19
ins-20,ins-20,ins-20,ins-20,ins-20,ins-20,ins-20
ins-21,ins-21,ins-21,ins-21,ins-21,ins-21,ins-21
ins-22,ins-22,ins-22,ins-22,ins-22,ins-22,ins-22
ins-23,ins-23,ins-23,ins-23,ins-23,ins-23,ins-23
ins-24,ins-24,ins-24,ins-24,ins-24,ins-24,ins-24
ins-25,ins-25,ins-25,ins-25,ins-25,ins-25,ins-25
ins-26,ins-26,ins-26,ins-26,ins-26,ins-26,ins-26
ins-27,ins-27,ins-27,ins-27,ins-27,ins-27,ins-27
ins-28,ins-28,ins-28,ins-28,ins-28,ins-28,ins-28
ins-29,ins-29,ins-29,ins-29,ins-29,ins-29,ins-29
ins-30,ins-30,ins-30,ins-30,ins-30,ins-30,ins-30
ins-31,ins-31,ins-31,ins-31,ins-31,ins-31,ins-31
ins-32,ins-32,ins-32,ins-32,ins-32,ins-32,ins-32
ins-33,ins-33,ins-33,ins-33,ins-33,ins-33,ins-33
ins-34,ins-34,ins-34,ins-34,ins-34,ins-34,ins-34
ins-35,ins-35,ins-35,ins-35,ins-35,ins-35,ins-35
ins-36,ins-36,ins-36,ins-36,ins-36,ins-36,ins-36
ins-37,ins-37,ins-37,ins-37,ins-37,ins-37,ins-37
ins-38,ins-38,ins-38,ins-38,ins-38,ins-38,ins-38
inx-1,inx-1,inx-1,inx-1,inx-1,inx-1,inx-1
inx-2,inx-2,inx-2,inx-2,inx-2,inx-2,inx-2
inx-3,inx-3,inx-3,inx-3,inx-3,inx-3,inx-3
inx-5,inx-5,inx-5,inx-5,inx-5,inx-5,inx-5
inx-6,inx-6,inx-6,inx-6,inx-6,inx-6,inx-6
inx-7,inx-7,inx-7,inx-7,inx-7,inx-7,inx-7
inx-8,inx-8,inx-8,inx-8,inx-8,inx-8,inx-8
inx-9,inx-9,inx-9,inx-9,inx-9,inx-9,inx-9
inx-10,inx-10,inx-10,inx-10,inx-10,inx-10,inx-10
inx-11,inx-11,inx-11,inx-11,inx-11,inx-11,inx-11
inx-12,inx-12,inx-12,inx-12,inx-12,inx-12,inx-12
inx-13,inx-13,inx-13,inx-13,inx-13,inx-13,inx-13
inx-14,inx-14,inx-14,inx-14,inx-14,inx-14,inx-14
inx-15,inx-15,inx-15,inx-15,inx-15,inx-15,inx-15
inx-16,inx-16,inx-16,inx-16,inx-16,inx-16,inx-16
inx-17,inx-17,inx-17,inx-17,inx-17,inx-17,inx-17
inx-18,inx-18,inx-18,inx-18,inx-18,inx-18,inx-18
inx-19,inx-19,inx-19,inx-19,inx-19,inx-19,inx-19
inx-20,inx-20,inx-20,inx-20,inx-20,inx-20,inx-20
inx-21,inx-21,inx-21,inx-21,inx-21,inx-21,inx-21
inx-22,inx-22,inx-22,inx-22,inx-22,inx-22,inx-22
ipp-5,ipp-5,ipp-5,ipp-5,ipp-5,ipp-5,ipp-5
ire-1,ire-1,ire-1,ire-1,ire-1,ire-1,ire-1
gon-14,gon-14,gon-14,gon-14,gon-14,gon-14,gon-14
irk-1,irk-1,irk-1,irk-1,irk-1,irk-1,irk-1
irk-2,irk-2,irk-2,irk-2,irk-2,irk-2,irk-2
irk-3,irk-3,irk-3,irk-3,irk-3,irk-3,irk-3
iars-1,iars-1,iars-1,iars-1,iars-1,iars-1,iars-1
iars-2,iars-2,iars-2,iars-2,iars-2,iars-2,iars-2
isp-1,isp-1,isp-1,isp-1,isp-1,isp-1,isp-1
ist-1,ist-1,ist-1,ist-1,ist-1,ist-1,ist-1
isw-1,isw-1,isw-1,isw-1,isw-1,isw-1,isw-1
itr-1,itr-1,itr-1,itr-1,itr-1,itr-1,itr-1
itx-1,itx-1,itx-1,itx-1,itx-1,itx-1,itx-1
jac-1,jac-1,jac-1,jac-1,jac-1,jac-1,jac-1
jip-1,jip-1,jip-1,jip-1,jip-1,jip-1,jip-1
jkk-1,jkk-1,jkk-1,jkk-1,jkk-1,jkk-1,jkk-1
jnk-1,jnk-1,jnk-1,jnk-1,jnk-1,jnk-1,jnk-1
jph-1,jph-1,jph-1,jph-1,jph-1,jph-1,jph-1
jtr-1,jtr-1,jtr-1,jtr-1,jtr-1,jtr-1,jtr-1
kal-1,kal-1,kal-1,kal-1,kal-1,kal-1,kal-1
kap-1,kap-1,kap-1,kap-1,kap-1,kap-1,kap-1
kat-1,kat-1,kat-1,kat-1,kat-1,kat-1,kat-1
kel-1,kel-1,kel-1,kel-1,kel-1,kel-1,kel-1
kel-3,kel-3,kel-3,kel-3,kel-3,kel-3,kel-3
kel-10,kel-10,kel-10,kel-10,kel-10,kel-10,kel-10
kgb-1,kgb-1,kgb-1,kgb-1,kgb-1,kgb-1,kgb-1
kgb-2,kgb-2,kgb-2,kgb-2,kgb-2,kgb-2,kgb-2
kin-1,kin-1,kin-1,kin-1,kin-1,kin-1,kin-1
kin-2,kin-2,kin-2,kin-2,kin-2,kin-2,kin-2
kin-3,kin-3,kin-3,kin-3,kin-3,kin-3,kin-3
kin-4,kin-4,kin-4,kin-4,kin-4,kin-4,kin-4
kin-5,kin-5,kin-5,kin-5,kin-5,kin-5,kin-5
kin-6,kin-6,kin-6,kin-6,kin-6,kin-6,kin-6
kin-9,kin-9,kin-9,kin-9,kin-9,kin-9,kin-9
kin-10,kin-10,kin-10,kin-10,kin-10,kin-10,kin-10
kin-14,kin-14,kin-14,kin-14,kin-14,kin-14,kin-14
kin-15,kin-15,kin-15,kin-15,kin-15,kin-15,kin-15
kin-16,kin-16,kin-16,kin-16,kin-16,kin-16,kin-16
kin-18,kin-18,kin-18,kin-18,kin-18,kin-18,kin-18
kin-19,kin-19,kin-19,kin-19,kin-19,kin-19,kin-19
kin-20,kin-20,kin-20,kin-20,kin-20,kin-20,kin-20
kin-21,kin-21,kin-21,kin-21,kin-21,kin-21,kin-21
kin-23,kin-23,kin-23,kin-23,kin-23,kin-23,kin-23
kin-24,kin-24,kin-24,kin-24,kin-24,kin-24,kin-24
sid-3,sid-3,sid-3,sid-3,sid-3,sid-3,sid-3
kin-26,kin-26,kin-26,kin-26,kin-26,kin-26,kin-26
kin-29,kin-29,kin-29,kin-29,kin-29,kin-29,kin-29
kin-30,kin-30,kin-30,kin-30,kin-30,kin-30,kin-30
kin-32,kin-32,kin-32,kin-32,kin-32,kin-32,kin-32
klc-1,klc-1,klc-1,klc-1,klc-1,klc-1,klc-1
klc-2,klc-2,klc-2,klc-2,klc-2,klc-2,klc-2
klp-3,klp-3,klp-3,klp-3,klp-3,klp-3,klp-3
klp-4,klp-4,klp-4,klp-4,klp-4,klp-4,klp-4
klp-6,klp-6,klp-6,klp-6,klp-6,klp-6,klp-6
klp-7,klp-7,klp-7,klp-7,klp-7,klp-7,klp-7
gcc-1,gcc-1,gcc-1,gcc-1,gcc-1,gcc-1,gcc-1
klp-11,klp-11,klp-11,klp-11,klp-11,klp-11,klp-11
klp-12,klp-12,klp-12,klp-12,klp-12,klp-12,klp-12
klp-13,klp-13,klp-13,klp-13,klp-13,klp-13,klp-13
klp-15,klp-15,klp-15,klp-15,klp-15,klp-15,klp-15
klp-16,klp-16,klp-16,klp-16,klp-16,klp-16,klp-16
klp-17,klp-17,klp-17,klp-17,klp-17,klp-17,klp-17
klp-18,klp-18,klp-18,klp-18,klp-18,klp-18,klp-18
klp-19,klp-19,klp-19,klp-19,klp-19,klp-19,klp-19
klp-20,klp-20,klp-20,klp-20,klp-20,klp-20,klp-20
knl-1,knl-1,knl-1,knl-1,knl-1,knl-1,knl-1
kpc-1,kpc-1,kpc-1,kpc-1,kpc-1,kpc-1,kpc-1
kqt-1,kqt-1,kqt-1,kqt-1,kqt-1,kqt-1,kqt-1
kqt-2,kqt-2,kqt-2,kqt-2,kqt-2,kqt-2,kqt-2
kqt-3,kqt-3,kqt-3,kqt-3,kqt-3,kqt-3,kqt-3
kars-1,kars-1,kars-1,kars-1,kars-1,kars-1,kars-1
ksr-1,ksr-1,ksr-1,ksr-1,ksr-1,ksr-1,ksr-1
ksr-2,ksr-2,ksr-2,ksr-2,ksr-2,ksr-2,ksr-2
kup-1,kup-1,kup-1,kup-1,kup-1,kup-1,kup-1
kvs-1,kvs-1,kvs-1,kvs-1,kvs-1,kvs-1,kvs-1
lad-2,lad-2,lad-2,lad-2,lad-2,lad-2,lad-2
laf-1,laf-1,laf-1,laf-1,laf-1,laf-1,laf-1
lag-1,lag-1,lag-1,lag-1,lag-1,lag-1,lag-1
lag-2,lag-2,lag-2,lag-2,lag-2,lag-2,lag-2
lam-1,lam-1,lam-1,lam-1,lam-1,lam-1,lam-1
lam-3,lam-3,lam-3,lam-3,lam-3,lam-3,lam-3
lap-1,lap-1,lap-1,lap-1,lap-1,lap-1,lap-1
lap-2,lap-2,lap-2,lap-2,lap-2,lap-2,lap-2
lat-1,lat-1,lat-1,lat-1,lat-1,lat-1,lat-1
lat-2,lat-2,lat-2,lat-2,lat-2,lat-2,lat-2
lbp-1,lbp-1,lbp-1,lbp-1,lbp-1,lbp-1,lbp-1
lbp-2,lbp-2,lbp-2,lbp-2,lbp-2,lbp-2,lbp-2
lbp-3,lbp-3,lbp-3,lbp-3,lbp-3,lbp-3,lbp-3
lbp-4,lbp-4,lbp-4,lbp-4,lbp-4,lbp-4,lbp-4
lbp-5,lbp-5,lbp-5,lbp-5,lbp-5,lbp-5,lbp-5
lbp-6,lbp-6,lbp-6,lbp-6,lbp-6,lbp-6,lbp-6
lbp-7,lbp-7,lbp-7,lbp-7,lbp-7,lbp-7,lbp-7
lbp-8,lbp-8,lbp-8,lbp-8,lbp-8,lbp-8,lbp-8
ldb-1,ldb-1,ldb-1,ldb-1,ldb-1,ldb-1,ldb-1
ldh-1,ldh-1,ldh-1,ldh-1,ldh-1,ldh-1,ldh-1
lea-1,lea-1,lea-1,lea-1,lea-1,lea-1,lea-1
lec-1,lec-1,lec-1,lec-1,lec-1,lec-1,lec-1
lec-2,lec-2,lec-2,lec-2,lec-2,lec-2,lec-2
lec-3,lec-3,lec-3,lec-3,lec-3,lec-3,lec-3
lec-4,lec-4,lec-4,lec-4,lec-4,lec-4,lec-4
lec-5,lec-5,lec-5,lec-5,lec-5,lec-5,lec-5
lec-6,lec-6,lec-6,lec-6,lec-6,lec-6,lec-6
lec-7,lec-7,lec-7,lec-7,lec-7,lec-7,lec-7
lec-8,lec-8,lec-8,lec-8,lec-8,lec-8,lec-8
lec-9,lec-9,lec-9,lec-9,lec-9,lec-9,lec-9
lec-10,lec-10,lec-10,lec-10,lec-10,lec-10,lec-10
lec-11,lec-11,lec-11,lec-11,lec-11,lec-11,lec-11
lem-2,lem-2,lem-2,lem-2,lem-2,lem-2,lem-2
lem-3,lem-3,lem-3,lem-3,lem-3,lem-3,lem-3
let-2,let-2,let-2,let-2,let-2,let-2,let-2
let-4,let-4,let-4,let-4,let-4,let-4,let-4
let-19,let-19,let-19,let-19,let-19,let-19,let-19
ect-2,ect-2,ect-2,ect-2,ect-2,ect-2,ect-2
let-23,let-23,let-23,let-23,let-23,let-23,let-23
let-49,let-49,let-49,let-49,let-49,let-49,let-49
let-60,let-60,let-60,let-60,let-60,let-60,let-60
let-70,let-70,let-70,let-70,let-70,let-70,let-70
myo-1,myo-1,myo-1,myo-1,myo-1,myo-1,myo-1
let-92,let-92,let-92,let-92,let-92,let-92,let-92
let-99,let-99,let-99,let-99,let-99,let-99,let-99
lpr-1,lpr-1,lpr-1,lpr-1,lpr-1,lpr-1,lpr-1
let-268,let-268,let-268,let-268,let-268,let-268,let-268
let-363,let-363,let-363,let-363,let-363,let-363,let-363
let-381,let-381,let-381,let-381,let-381,let-381,let-381
let-413,let-413,let-413,let-413,let-413,let-413,let-413
let-418,let-418,let-418,let-418,let-418,let-418,let-418
let-502,let-502,let-502,let-502,let-502,let-502,let-502
let-504,let-504,let-504,let-504,let-504,let-504,let-504
let-526,let-526,let-526,let-526,let-526,let-526,let-526
let-607,let-607,let-607,let-607,let-607,let-607,let-607
let-630,let-630,let-630,let-630,let-630,let-630,let-630
let-653,let-653,let-653,let-653,let-653,let-653,let-653
let-711,let-711,let-711,let-711,let-711,let-711,let-711
let-716,let-716,let-716,let-716,let-716,let-716,let-716
let-721,let-721,let-721,let-721,let-721,let-721,let-721
let-754,let-754,let-754,let-754,let-754,let-754,let-754
let-756,let-756,let-756,let-756,let-756,let-756,let-756
let-765,let-765,let-765,let-765,let-765,let-765,let-765
let-767,let-767,let-767,let-767,let-767,let-767,let-767
let-805,let-805,let-805,let-805,let-805,let-805,let-805
let-858,let-858,let-858,let-858,let-858,let-858,let-858
lev-1,lev-1,lev-1,lev-1,lev-1,lev-1,lev-1
lev-8,lev-8,lev-8,lev-8,lev-8,lev-8,lev-8
lev-9,lev-9,lev-9,lev-9,lev-9,lev-9,lev-9
lev-10,lev-10,lev-10,lev-10,lev-10,lev-10,lev-10
lev-11,lev-11,lev-11,lev-11,lev-11,lev-11,lev-11
lfe-2,lfe-2,lfe-2,lfe-2,lfe-2,lfe-2,lfe-2
lgg-1,lgg-1,lgg-1,lgg-1,lgg-1,lgg-1,lgg-1
lgg-2,lgg-2,lgg-2,lgg-2,lgg-2,lgg-2,lgg-2
lgg-3,lgg-3,lgg-3,lgg-3,lgg-3,lgg-3,lgg-3
lgx-1,lgx-1,lgx-1,lgx-1,lgx-1,lgx-1,lgx-1
lig-1,lig-1,lig-1,lig-1,lig-1,lig-1,lig-1
lig-4,lig-4,lig-4,lig-4,lig-4,lig-4,lig-4
lim-4,lim-4,lim-4,lim-4,lim-4,lim-4,lim-4
lim-6,lim-6,lim-6,lim-6,lim-6,lim-6,lim-6
lim-7,lim-7,lim-7,lim-7,lim-7,lim-7,lim-7
lin-1,lin-1,lin-1,lin-1,lin-1,lin-1,lin-1
lin-2,lin-2,lin-2,lin-2,lin-2,lin-2,lin-2
lin-3,lin-3,lin-3,lin-3,lin-3,lin-3,lin-3
lin-5,lin-5,lin-5,lin-5,lin-5,lin-5,lin-5
lin-7,lin-7,lin-7,lin-7,lin-7,lin-7,lin-7
lin-8,lin-8,lin-8,lin-8,lin-8,lin-8,lin-8
lin-9,lin-9,lin-9,lin-9,lin-9,lin-9,lin-9
lin-10,lin-10,lin-10,lin-10,lin-10,lin-10,lin-10
lin-11,lin-11,lin-11,lin-11,lin-11,lin-11,lin-11
lin-12,lin-12,lin-12,lin-12,lin-12,lin-12,lin-12
lin-13,lin-13,lin-13,lin-13,lin-13,lin-13,lin-13
lin-14,lin-14,lin-14,lin-14,lin-14,lin-14,lin-14
lin-17,lin-17,lin-17,lin-17,lin-17,lin-17,lin-17
lin-18,lin-18,lin-18,lin-18,lin-18,lin-18,lin-18
lin-22,lin-22,lin-22,lin-22,lin-22,lin-22,lin-22
lin-23,lin-23,lin-23,lin-23,lin-23,lin-23,lin-23
lin-24,lin-24,lin-24,lin-24,lin-24,lin-24,lin-24
lin-25,lin-25,lin-25,lin-25,lin-25,lin-25,lin-25
lin-26,lin-26,lin-26,lin-26,lin-26,lin-26,lin-26
lin-28,lin-28,lin-28,lin-28,lin-28,lin-28,lin-28
lin-29,lin-29,lin-29,lin-29,lin-29,lin-29,lin-29
lin-31,lin-31,lin-31,lin-31,lin-31,lin-31,lin-31
lin-32,lin-32,lin-32,lin-32,lin-32,lin-32,lin-32
lin-33,lin-33,lin-33,lin-33,lin-33,lin-33,lin-33
lin-35,lin-35,lin-35,lin-35,lin-35,lin-35,lin-35
lin-36,lin-36,lin-36,lin-36,lin-36,lin-36,lin-36
lin-37,lin-37,lin-37,lin-37,lin-37,lin-37,lin-37
lin-39,lin-39,lin-39,lin-39,lin-39,lin-39,lin-39
lin-40,lin-40,lin-40,lin-40,lin-40,lin-40,lin-40
lin-41,lin-41,lin-41,lin-41,lin-41,lin-41,lin-41
lin-44,lin-44,lin-44,lin-44,lin-44,lin-44,lin-44
lin-45,lin-45,lin-45,lin-45,lin-45,lin-45,lin-45
lin-46,lin-46,lin-46,lin-46,lin-46,lin-46,lin-46
lin-48,lin-48,lin-48,lin-48,lin-48,lin-48,lin-48
lin-49,lin-49,lin-49,lin-49,lin-49,lin-49,lin-49
lin-52,lin-52,lin-52,lin-52,lin-52,lin-52,lin-52
lin-53,lin-53,lin-53,lin-53,lin-53,lin-53,lin-53
lin-54,lin-54,lin-54,lin-54,lin-54,lin-54,lin-54
lin-56,lin-56,lin-56,lin-56,lin-56,lin-56,lin-56
lin-59,lin-59,lin-59,lin-59,lin-59,lin-59,lin-59
lin-61,lin-61,lin-61,lin-61,lin-61,lin-61,lin-61
lip-1,lip-1,lip-1,lip-1,lip-1,lip-1,lip-1
lir-1,lir-1,lir-1,lir-1,lir-1,lir-1,lir-1
lir-2,lir-2,lir-2,lir-2,lir-2,lir-2,lir-2
lir-3,lir-3,lir-3,lir-3,lir-3,lir-3,lir-3
lis-1,lis-1,lis-1,lis-1,lis-1,lis-1,lis-1
lit-1,lit-1,lit-1,lit-1,lit-1,lit-1,lit-1
lmn-1,lmn-1,lmn-1,lmn-1,lmn-1,lmn-1,lmn-1
lmp-1,lmp-1,lmp-1,lmp-1,lmp-1,lmp-1,lmp-1
lon-1,lon-1,lon-1,lon-1,lon-1,lon-1,lon-1
lon-2,lon-2,lon-2,lon-2,lon-2,lon-2,lon-2
lon-3,lon-3,lon-3,lon-3,lon-3,lon-3,lon-3
lov-1,lov-1,lov-1,lov-1,lov-1,lov-1,lov-1
lpd-2,lpd-2,lpd-2,lpd-2,lpd-2,lpd-2,lpd-2
lpd-3,lpd-3,lpd-3,lpd-3,lpd-3,lpd-3,lpd-3
lpd-5,lpd-5,lpd-5,lpd-5,lpd-5,lpd-5,lpd-5
lpd-6,lpd-6,lpd-6,lpd-6,lpd-6,lpd-6,lpd-6
lpd-7,lpd-7,lpd-7,lpd-7,lpd-7,lpd-7,lpd-7
lpd-8,lpd-8,lpd-8,lpd-8,lpd-8,lpd-8,lpd-8
lpd-9,lpd-9,lpd-9,lpd-9,lpd-9,lpd-9,lpd-9
lpl-1,lpl-1,lpl-1,lpl-1,lpl-1,lpl-1,lpl-1
lrk-1,lrk-1,lrk-1,lrk-1,lrk-1,lrk-1,lrk-1
lrp-1,lrp-1,lrp-1,lrp-1,lrp-1,lrp-1,lrp-1
lrp-2,lrp-2,lrp-2,lrp-2,lrp-2,lrp-2,lrp-2
lars-1,lars-1,lars-1,lars-1,lars-1,lars-1,lars-1
lars-2,lars-2,lars-2,lars-2,lars-2,lars-2,lars-2
lrx-1,lrx-1,lrx-1,lrx-1,lrx-1,lrx-1,lrx-1
lsm-1,lsm-1,lsm-1,lsm-1,lsm-1,lsm-1,lsm-1
lsm-3,lsm-3,lsm-3,lsm-3,lsm-3,lsm-3,lsm-3
lsm-4,lsm-4,lsm-4,lsm-4,lsm-4,lsm-4,lsm-4
lsm-5,lsm-5,lsm-5,lsm-5,lsm-5,lsm-5,lsm-5
lsm-6,lsm-6,lsm-6,lsm-6,lsm-6,lsm-6,lsm-6
lsm-7,lsm-7,lsm-7,lsm-7,lsm-7,lsm-7,lsm-7
lsm-8,lsm-8,lsm-8,lsm-8,lsm-8,lsm-8,lsm-8
lst-1,lst-1,lst-1,lst-1,lst-1,lst-1,lst-1
lst-2,lst-2,lst-2,lst-2,lst-2,lst-2,lst-2
ccar-1,ccar-1,ccar-1,ccar-1,ccar-1,ccar-1,ccar-1
lst-4,lst-4,lst-4,lst-4,lst-4,lst-4,lst-4
lsy-2,lsy-2,lsy-2,lsy-2,lsy-2,lsy-2,lsy-2
ltd-1,ltd-1,ltd-1,ltd-1,ltd-1,ltd-1,ltd-1
lys-1,lys-1,lys-1,lys-1,lys-1,lys-1,lys-1
lys-2,lys-2,lys-2,lys-2,lys-2,lys-2,lys-2
lys-3,lys-3,lys-3,lys-3,lys-3,lys-3,lys-3
lys-4,lys-4,lys-4,lys-4,lys-4,lys-4,lys-4
lys-5,lys-5,lys-5,lys-5,lys-5,lys-5,lys-5
lys-6,lys-6,lys-6,lys-6,lys-6,lys-6,lys-6
lys-7,lys-7,lys-7,lys-7,lys-7,lys-7,lys-7
lys-8,lys-8,lys-8,lys-8,lys-8,lys-8,lys-8
lys-9,lys-9,lys-9,lys-9,lys-9,lys-9,lys-9
lys-10,lys-10,lys-10,lys-10,lys-10,lys-10,lys-10
mab-3,mab-3,mab-3,mab-3,mab-3,mab-3,mab-3
mab-5,mab-5,mab-5,mab-5,mab-5,mab-5,mab-5
mab-7,mab-7,mab-7,mab-7,mab-7,mab-7,mab-7
mab-9,mab-9,mab-9,mab-9,mab-9,mab-9,mab-9
mab-10,mab-10,mab-10,mab-10,mab-10,mab-10,mab-10
mab-20,mab-20,mab-20,mab-20,mab-20,mab-20,mab-20
mab-21,mab-21,mab-21,mab-21,mab-21,mab-21,mab-21
mab-23,mab-23,mab-23,mab-23,mab-23,mab-23,mab-23
mac-1,mac-1,mac-1,mac-1,mac-1,mac-1,mac-1
mag-1,mag-1,mag-1,mag-1,mag-1,mag-1,mag-1
mai-1,mai-1,mai-1,mai-1,mai-1,mai-1,mai-1
map-1,map-1,map-1,map-1,map-1,map-1,map-1
map-2,map-2,map-2,map-2,map-2,map-2,map-2
mat-1,mat-1,mat-1,mat-1,mat-1,mat-1,mat-1
mat-2,mat-2,mat-2,mat-2,mat-2,mat-2,mat-2
mat-3,mat-3,mat-3,mat-3,mat-3,mat-3,mat-3
mau-2,mau-2,mau-2,mau-2,mau-2,mau-2,mau-2
mau-8,mau-8,mau-8,mau-8,mau-8,mau-8,mau-8
max-1,max-1,max-1,max-1,max-1,max-1,max-1
max-2,max-2,max-2,max-2,max-2,max-2,max-2
mbf-1,mbf-1,mbf-1,mbf-1,mbf-1,mbf-1,mbf-1
mbk-1,mbk-1,mbk-1,mbk-1,mbk-1,mbk-1,mbk-1
mbk-2,mbk-2,mbk-2,mbk-2,mbk-2,mbk-2,mbk-2
mca-1,mca-1,mca-1,mca-1,mca-1,mca-1,mca-1
mca-3,mca-3,mca-3,mca-3,mca-3,mca-3,mca-3
mcm-2,mcm-2,mcm-2,mcm-2,mcm-2,mcm-2,mcm-2
mcm-3,mcm-3,mcm-3,mcm-3,mcm-3,mcm-3,mcm-3
mcm-4,mcm-4,mcm-4,mcm-4,mcm-4,mcm-4,mcm-4
mcm-5,mcm-5,mcm-5,mcm-5,mcm-5,mcm-5,mcm-5
mcm-6,mcm-6,mcm-6,mcm-6,mcm-6,mcm-6,mcm-6
mcm-7,mcm-7,mcm-7,mcm-7,mcm-7,mcm-7,mcm-7
mdf-1,mdf-1,mdf-1,mdf-1,mdf-1,mdf-1,mdf-1
mdf-2,mdf-2,mdf-2,mdf-2,mdf-2,mdf-2,mdf-2
