,Symbol,Name,EntrezGene.ID,Ensembl.Gene.ID,HomoloGene.ID,HGNC.ID
K08B12.3,K08B12.3,K08B12.3,K08B12.3,K08B12.3,K08B12.3,K08B12.3
K08D9.2,K08D9.2,K08D9.2,K08D9.2,K08D9.2,K08D9.2,K08D9.2
K08D9.4,K08D9.4,K08D9.4,K08D9.4,K08D9.4,K08D9.4,K08D9.4
K08D9.6,K08D9.6,K08D9.6,K08D9.6,K08D9.6,K08D9.6,K08D9.6
K08D10.5,K08D10.5,K08D10.5,K08D10.5,K08D10.5,K08D10.5,K08D10.5
scrm-8,scrm-8,scrm-8,scrm-8,scrm-8,scrm-8,scrm-8
scrm-5,scrm-5,scrm-5,scrm-5,scrm-5,scrm-5,scrm-5
K08D10.10,K08D10.10,K08D10.10,K08D10.10,K08D10.10,K08D10.10,K08D10.10
K08D10.11,K08D10.11,K08D10.11,K08D10.11,K08D10.11,K08D10.11,K08D10.11
tsen-34,tsen-34,tsen-34,tsen-34,tsen-34,tsen-34,tsen-34
rpi-2,rpi-2,rpi-2,rpi-2,rpi-2,rpi-2,rpi-2
K08D12.3,K08D12.3,K08D12.3,K08D12.3,K08D12.3,K08D12.3,K08D12.3
K08D12.4,K08D12.4,K08D12.4,K08D12.4,K08D12.4,K08D12.4,K08D12.4
K08D12.6,K08D12.6,K08D12.6,K08D12.6,K08D12.6,K08D12.6,K08D12.6
K08F11.1,K08F11.1,K08F11.1,K08F11.1,K08F11.1,K08F11.1,K08F11.1
cif-1,cif-1,cif-1,cif-1,cif-1,cif-1,cif-1
miro-1,miro-1,miro-1,miro-1,miro-1,miro-1,miro-1
K09B3.1,K09B3.1,K09B3.1,K09B3.1,K09B3.1,K09B3.1,K09B3.1
glct-6,glct-6,glct-6,glct-6,glct-6,glct-6,glct-6
K09C4.1,K09C4.1,K09C4.1,K09C4.1,K09C4.1,K09C4.1,K09C4.1
K09C4.2,K09C4.2,K09C4.2,K09C4.2,K09C4.2,K09C4.2,K09C4.2
K09C4.4,K09C4.4,K09C4.4,K09C4.4,K09C4.4,K09C4.4,K09C4.4
K09C4.5,K09C4.5,K09C4.5,K09C4.5,K09C4.5,K09C4.5,K09C4.5
K09C4.6,K09C4.6,K09C4.6,K09C4.6,K09C4.6,K09C4.6,K09C4.6
K09C4.7,K09C4.7,K09C4.7,K09C4.7,K09C4.7,K09C4.7,K09C4.7
K09C4.9,K09C4.9,K09C4.9,K09C4.9,K09C4.9,K09C4.9,K09C4.9
K09C4.10,K09C4.10,K09C4.10,K09C4.10,K09C4.10,K09C4.10,K09C4.10
K09C6.2,K09C6.2,K09C6.2,K09C6.2,K09C6.2,K09C6.2,K09C6.2
K09C6.3,K09C6.3,K09C6.3,K09C6.3,K09C6.3,K09C6.3,K09C6.3
srbc-12,srbc-12,srbc-12,srbc-12,srbc-12,srbc-12,srbc-12
srbc-13,srbc-13,srbc-13,srbc-13,srbc-13,srbc-13,srbc-13
K09C6.6,K09C6.6,K09C6.6,K09C6.6,K09C6.6,K09C6.6,K09C6.6
K09C6.7,K09C6.7,K09C6.7,K09C6.7,K09C6.7,K09C6.7,K09C6.7
K09C6.8,K09C6.8,K09C6.8,K09C6.8,K09C6.8,K09C6.8,K09C6.8
K09C6.9,K09C6.9,K09C6.9,K09C6.9,K09C6.9,K09C6.9,K09C6.9
K09D9.1,K09D9.1,K09D9.1,K09D9.1,K09D9.1,K09D9.1,K09D9.1
cyp-35A3,cyp-35A3,cyp-35A3,cyp-35A3,cyp-35A3,cyp-35A3,cyp-35A3
K09D9.3,K09D9.3,K09D9.3,K09D9.3,K09D9.3,K09D9.3,K09D9.3
K09D9.9,K09D9.9,K09D9.9,K09D9.9,K09D9.9,K09D9.9,K09D9.9
K09D9.11,K09D9.11,K09D9.11,K09D9.11,K09D9.11,K09D9.11,K09D9.11
K09E2.1,K09E2.1,K09E2.1,K09E2.1,K09E2.1,K09E2.1,K09E2.1
K09E2.2,K09E2.2,K09E2.2,K09E2.2,K09E2.2,K09E2.2,K09E2.2
K09E2.3,K09E2.3,K09E2.3,K09E2.3,K09E2.3,K09E2.3,K09E2.3
K09E3.2,K09E3.2,K09E3.2,K09E3.2,K09E3.2,K09E3.2,K09E3.2
K09E3.4,K09E3.4,K09E3.4,K09E3.4,K09E3.4,K09E3.4,K09E3.4
K09E3.5,K09E3.5,K09E3.5,K09E3.5,K09E3.5,K09E3.5,K09E3.5
K09E3.6,K09E3.6,K09E3.6,K09E3.6,K09E3.6,K09E3.6,K09E3.6
K09E3.7,K09E3.7,K09E3.7,K09E3.7,K09E3.7,K09E3.7,K09E3.7
oac-57,oac-57,oac-57,oac-57,oac-57,oac-57,oac-57
oac-58,oac-58,oac-58,oac-58,oac-58,oac-58,oac-58
K09F5.1,K09F5.1,K09F5.1,K09F5.1,K09F5.1,K09F5.1,K09F5.1
K09F5.4,K09F5.4,K09F5.4,K09F5.4,K09F5.4,K09F5.4,K09F5.4
set-12,set-12,set-12,set-12,set-12,set-12,set-12
K09F6.3,K09F6.3,K09F6.3,K09F6.3,K09F6.3,K09F6.3,K09F6.3
K09F6.4,K09F6.4,K09F6.4,K09F6.4,K09F6.4,K09F6.4,K09F6.4
K09F6.5,K09F6.5,K09F6.5,K09F6.5,K09F6.5,K09F6.5,K09F6.5
K09F6.6,K09F6.6,K09F6.6,K09F6.6,K09F6.6,K09F6.6,K09F6.6
K09F6.7,K09F6.7,K09F6.7,K09F6.7,K09F6.7,K09F6.7,K09F6.7
fbxc-25,fbxc-25,fbxc-25,fbxc-25,fbxc-25,fbxc-25,fbxc-25
K09F6.9,K09F6.9,K09F6.9,K09F6.9,K09F6.9,K09F6.9,K09F6.9
K09F6.10,K09F6.10,K09F6.10,K09F6.10,K09F6.10,K09F6.10,K09F6.10
K09H9.1,K09H9.1,K09H9.1,K09H9.1,K09H9.1,K09H9.1,K09H9.1
K09H9.2,K09H9.2,K09H9.2,K09H9.2,K09H9.2,K09H9.2,K09H9.2
K09H9.5,K09H9.5,K09H9.5,K09H9.5,K09H9.5,K09H9.5,K09H9.5
K09H9.7,K09H9.7,K09H9.7,K09H9.7,K09H9.7,K09H9.7,K09H9.7
K09H11.1,K09H11.1,K09H11.1,K09H11.1,K09H11.1,K09H11.1,K09H11.1
rga-3,rga-3,rga-3,rga-3,rga-3,rga-3,rga-3
K09H11.4,K09H11.4,K09H11.4,K09H11.4,K09H11.4,K09H11.4,K09H11.4
K09H11.5,K09H11.5,K09H11.5,K09H11.5,K09H11.5,K09H11.5,K09H11.5
K09H11.6,K09H11.6,K09H11.6,K09H11.6,K09H11.6,K09H11.6,K09H11.6
K09H11.7,K09H11.7,K09H11.7,K09H11.7,K09H11.7,K09H11.7,K09H11.7
ctsa-1,ctsa-1,ctsa-1,ctsa-1,ctsa-1,ctsa-1,ctsa-1
clec-88,clec-88,clec-88,clec-88,clec-88,clec-88,clec-88
K10B2.4,K10B2.4,K10B2.4,K10B2.4,K10B2.4,K10B2.4,K10B2.4
ani-2,ani-2,ani-2,ani-2,ani-2,ani-2,ani-2
K10B3.1,K10B3.1,K10B3.1,K10B3.1,K10B3.1,K10B3.1,K10B3.1
K10B3.5,K10B3.5,K10B3.5,K10B3.5,K10B3.5,K10B3.5,K10B3.5
gpcp-1,gpcp-1,gpcp-1,gpcp-1,gpcp-1,gpcp-1,gpcp-1
K10B4.1,K10B4.1,K10B4.1,K10B4.1,K10B4.1,K10B4.1,K10B4.1
srt-54,srt-54,srt-54,srt-54,srt-54,srt-54,srt-54
K10B4.3,K10B4.3,K10B4.3,K10B4.3,K10B4.3,K10B4.3,K10B4.3
nmur-2,nmur-2,nmur-2,nmur-2,nmur-2,nmur-2,nmur-2
K10C2.1,K10C2.1,K10C2.1,K10C2.1,K10C2.1,K10C2.1,K10C2.1
K10C2.2,K10C2.2,K10C2.2,K10C2.2,K10C2.2,K10C2.2,K10C2.2
asp-14,asp-14,asp-14,asp-14,asp-14,asp-14,asp-14
fah-1,fah-1,fah-1,fah-1,fah-1,fah-1,fah-1
K10C2.6,K10C2.6,K10C2.6,K10C2.6,K10C2.6,K10C2.6,K10C2.6
K10C2.7,K10C2.7,K10C2.7,K10C2.7,K10C2.7,K10C2.7,K10C2.7
K10C9.1,K10C9.1,K10C9.1,K10C9.1,K10C9.1,K10C9.1,K10C9.1
K10C9.3,K10C9.3,K10C9.3,K10C9.3,K10C9.3,K10C9.3,K10C9.3
K10C9.4,K10C9.4,K10C9.4,K10C9.4,K10C9.4,K10C9.4,K10C9.4
K10C9.7,K10C9.7,K10C9.7,K10C9.7,K10C9.7,K10C9.7,K10C9.7
K10D2.1,K10D2.1,K10D2.1,K10D2.1,K10D2.1,K10D2.1,K10D2.1
pup-2,pup-2,pup-2,pup-2,pup-2,pup-2,pup-2
cid-1,cid-1,cid-1,cid-1,cid-1,cid-1,cid-1
emb-1,emb-1,emb-1,emb-1,emb-1,emb-1,emb-1
K10D2.5,K10D2.5,K10D2.5,K10D2.5,K10D2.5,K10D2.5,K10D2.5
K10D2.7,K10D2.7,K10D2.7,K10D2.7,K10D2.7,K10D2.7,K10D2.7
gsto-3,gsto-3,gsto-3,gsto-3,gsto-3,gsto-3,gsto-3
K10F12.6,K10F12.6,K10F12.6,K10F12.6,K10F12.6,K10F12.6,K10F12.6
K10F12.7,K10F12.7,K10F12.7,K10F12.7,K10F12.7,K10F12.7,K10F12.7
dos-2,dos-2,dos-2,dos-2,dos-2,dos-2,dos-2
K10G6.4,K10G6.4,K10G6.4,K10G6.4,K10G6.4,K10G6.4,K10G6.4
K11C4.1,K11C4.1,K11C4.1,K11C4.1,K11C4.1,K11C4.1,K11C4.1
K11C4.2,K11C4.2,K11C4.2,K11C4.2,K11C4.2,K11C4.2,K11C4.2
cpt-4,cpt-4,cpt-4,cpt-4,cpt-4,cpt-4,cpt-4
swt-7,swt-7,swt-7,swt-7,swt-7,swt-7,swt-7
K11D12.6,K11D12.6,K11D12.6,K11D12.6,K11D12.6,K11D12.6,K11D12.6
K11D12.7,K11D12.7,K11D12.7,K11D12.7,K11D12.7,K11D12.7,K11D12.7
K11D12.8,K11D12.8,K11D12.8,K11D12.8,K11D12.8,K11D12.8,K11D12.8
K11D12.9,K11D12.9,K11D12.9,K11D12.9,K11D12.9,K11D12.9,K11D12.9
K11D12.11,K11D12.11,K11D12.11,K11D12.11,K11D12.11,K11D12.11,K11D12.11
K11D12.12,K11D12.12,K11D12.12,K11D12.12,K11D12.12,K11D12.12,K11D12.12
K11G9.1,K11G9.1,K11G9.1,K11G9.1,K11G9.1,K11G9.1,K11G9.1
K11G9.2,K11G9.2,K11G9.2,K11G9.2,K11G9.2,K11G9.2,K11G9.2
K11G9.3,K11G9.3,K11G9.3,K11G9.3,K11G9.3,K11G9.3,K11G9.3
K11G9.5,K11G9.5,K11G9.5,K11G9.5,K11G9.5,K11G9.5,K11G9.5
K11G12.5,K11G12.5,K11G12.5,K11G12.5,K11G12.5,K11G12.5,K11G12.5
K11G12.6,K11G12.6,K11G12.6,K11G12.6,K11G12.6,K11G12.6,K11G12.6
K11H12.1,K11H12.1,K11H12.1,K11H12.1,K11H12.1,K11H12.1,K11H12.1
K11H12.3,K11H12.3,K11H12.3,K11H12.3,K11H12.3,K11H12.3,K11H12.3
K11H12.4,K11H12.4,K11H12.4,K11H12.4,K11H12.4,K11H12.4,K11H12.4
K11H12.5,K11H12.5,K11H12.5,K11H12.5,K11H12.5,K11H12.5,K11H12.5
K11H12.6,K11H12.6,K11H12.6,K11H12.6,K11H12.6,K11H12.6,K11H12.6
K11H12.7,K11H12.7,K11H12.7,K11H12.7,K11H12.7,K11H12.7,K11H12.7
K11H12.8,K11H12.8,K11H12.8,K11H12.8,K11H12.8,K11H12.8,K11H12.8
K11H12.9,K11H12.9,K11H12.9,K11H12.9,K11H12.9,K11H12.9,K11H12.9
sago-1,sago-1,sago-1,sago-1,sago-1,sago-1,sago-1
K12B6.2,K12B6.2,K12B6.2,K12B6.2,K12B6.2,K12B6.2,K12B6.2
fil-2,fil-2,fil-2,fil-2,fil-2,fil-2,fil-2
K12B6.4,K12B6.4,K12B6.4,K12B6.4,K12B6.4,K12B6.4,K12B6.4
K12B6.6,K12B6.6,K12B6.6,K12B6.6,K12B6.6,K12B6.6,K12B6.6
K12B6.8,K12B6.8,K12B6.8,K12B6.8,K12B6.8,K12B6.8,K12B6.8
K12C11.1,K12C11.1,K12C11.1,K12C11.1,K12C11.1,K12C11.1,K12C11.1
K12C11.3,K12C11.3,K12C11.3,K12C11.3,K12C11.3,K12C11.3,K12C11.3
K12D9.1,K12D9.1,K12D9.1,K12D9.1,K12D9.1,K12D9.1,K12D9.1
K12H4.2,K12H4.2,K12H4.2,K12H4.2,K12H4.2,K12H4.2,K12H4.2
K12H4.3,K12H4.3,K12H4.3,K12H4.3,K12H4.3,K12H4.3,K12H4.3
K12H4.4,K12H4.4,K12H4.4,K12H4.4,K12H4.4,K12H4.4,K12H4.4
K12H4.5,K12H4.5,K12H4.5,K12H4.5,K12H4.5,K12H4.5,K12H4.5
K12H4.6,K12H4.6,K12H4.6,K12H4.6,K12H4.6,K12H4.6,K12H4.6
K12H4.7,K12H4.7,K12H4.7,K12H4.7,K12H4.7,K12H4.7,K12H4.7
K12H6.2,K12H6.2,K12H6.2,K12H6.2,K12H6.2,K12H6.2,K12H6.2
K12H6.4,K12H6.4,K12H6.4,K12H6.4,K12H6.4,K12H6.4,K12H6.4
K12H6.5,K12H6.5,K12H6.5,K12H6.5,K12H6.5,K12H6.5,K12H6.5
K12H6.6,K12H6.6,K12H6.6,K12H6.6,K12H6.6,K12H6.6,K12H6.6
K12H6.7,K12H6.7,K12H6.7,K12H6.7,K12H6.7,K12H6.7,K12H6.7
K12H6.8,K12H6.8,K12H6.8,K12H6.8,K12H6.8,K12H6.8,K12H6.8
K12H6.9,K12H6.9,K12H6.9,K12H6.9,K12H6.9,K12H6.9,K12H6.9
set-13,set-13,set-13,set-13,set-13,set-13,set-13
K12H6.12,K12H6.12,K12H6.12,K12H6.12,K12H6.12,K12H6.12,K12H6.12
M01A10.1,M01A10.1,M01A10.1,M01A10.1,M01A10.1,M01A10.1,M01A10.1
ostd-1,ostd-1,ostd-1,ostd-1,ostd-1,ostd-1,ostd-1
M01B12.4,M01B12.4,M01B12.4,M01B12.4,M01B12.4,M01B12.4,M01B12.4
riok-1,riok-1,riok-1,riok-1,riok-1,riok-1,riok-1
math-34,math-34,math-34,math-34,math-34,math-34,math-34
btb-11,btb-11,btb-11,btb-11,btb-11,btb-11,btb-11
fbxb-39,fbxb-39,fbxb-39,fbxb-39,fbxb-39,fbxb-39,fbxb-39
fbxb-41,fbxb-41,fbxb-41,fbxb-41,fbxb-41,fbxb-41,fbxb-41
fbxb-40,fbxb-40,fbxb-40,fbxb-40,fbxb-40,fbxb-40,fbxb-40
fbxb-45,fbxb-45,fbxb-45,fbxb-45,fbxb-45,fbxb-45,fbxb-45
M01E10.3,M01E10.3,M01E10.3,M01E10.3,M01E10.3,M01E10.3,M01E10.3
M01E11.1,M01E11.1,M01E11.1,M01E11.1,M01E11.1,M01E11.1,M01E11.1
M01E11.2,M01E11.2,M01E11.2,M01E11.2,M01E11.2,M01E11.2,M01E11.2
M01E11.3,M01E11.3,M01E11.3,M01E11.3,M01E11.3,M01E11.3,M01E11.3
pqn-52,pqn-52,pqn-52,pqn-52,pqn-52,pqn-52,pqn-52
M01G4.1,M01G4.1,M01G4.1,M01G4.1,M01G4.1,M01G4.1,M01G4.1
M01G5.1,M01G5.1,M01G5.1,M01G5.1,M01G5.1,M01G5.1,M01G5.1
M01G5.3,M01G5.3,M01G5.3,M01G5.3,M01G5.3,M01G5.3,M01G5.3
trx-3,trx-3,trx-3,trx-3,trx-3,trx-3,trx-3
M01H9.2,M01H9.2,M01H9.2,M01H9.2,M01H9.2,M01H9.2,M01H9.2
M01H9.3,M01H9.3,M01H9.3,M01H9.3,M01H9.3,M01H9.3,M01H9.3
M01H9.4,M01H9.4,M01H9.4,M01H9.4,M01H9.4,M01H9.4,M01H9.4
M01H9.5,M01H9.5,M01H9.5,M01H9.5,M01H9.5,M01H9.5,M01H9.5
M02A10.1,M02A10.1,M02A10.1,M02A10.1,M02A10.1,M02A10.1,M02A10.1
fbxc-47,fbxc-47,fbxc-47,fbxc-47,fbxc-47,fbxc-47,fbxc-47
M02B7.2,M02B7.2,M02B7.2,M02B7.2,M02B7.2,M02B7.2,M02B7.2
algn-14,algn-14,algn-14,algn-14,algn-14,algn-14,algn-14
bris-1,bris-1,bris-1,bris-1,bris-1,bris-1,bris-1
zig-12,zig-12,zig-12,zig-12,zig-12,zig-12,zig-12
M02D8.2,M02D8.2,M02D8.2,M02D8.2,M02D8.2,M02D8.2,M02D8.2
M02D8.3,M02D8.3,M02D8.3,M02D8.3,M02D8.3,M02D8.3,M02D8.3
asns-2,asns-2,asns-2,asns-2,asns-2,asns-2,asns-2
M02D8.5,M02D8.5,M02D8.5,M02D8.5,M02D8.5,M02D8.5,M02D8.5
M02D8.6,M02D8.6,M02D8.6,M02D8.6,M02D8.6,M02D8.6,M02D8.6
M02E1.1,M02E1.1,M02E1.1,M02E1.1,M02E1.1,M02E1.1,M02E1.1
M02E1.2,M02E1.2,M02E1.2,M02E1.2,M02E1.2,M02E1.2,M02E1.2
M02F4.1,M02F4.1,M02F4.1,M02F4.1,M02F4.1,M02F4.1,M02F4.1
M02F4.2,M02F4.2,M02F4.2,M02F4.2,M02F4.2,M02F4.2,M02F4.2
clec-265,clec-265,clec-265,clec-265,clec-265,clec-265,clec-265
srt-31,srt-31,srt-31,srt-31,srt-31,srt-31,srt-31
nhr-201,nhr-201,nhr-201,nhr-201,nhr-201,nhr-201,nhr-201
nhr-202,nhr-202,nhr-202,nhr-202,nhr-202,nhr-202,nhr-202
nhr-203,nhr-203,nhr-203,nhr-203,nhr-203,nhr-203,nhr-203
M02H5.8,M02H5.8,M02H5.8,M02H5.8,M02H5.8,M02H5.8,M02H5.8
srbc-57,srbc-57,srbc-57,srbc-57,srbc-57,srbc-57,srbc-57
M03A1.3,M03A1.3,M03A1.3,M03A1.3,M03A1.3,M03A1.3,M03A1.3
ipla-1,ipla-1,ipla-1,ipla-1,ipla-1,ipla-1,ipla-1
atg-2,atg-2,atg-2,atg-2,atg-2,atg-2,atg-2
M03A8.3,M03A8.3,M03A8.3,M03A8.3,M03A8.3,M03A8.3,M03A8.3
M03D4.3,M03D4.3,M03D4.3,M03D4.3,M03D4.3,M03D4.3,M03D4.3
M03D4.4,M03D4.4,M03D4.4,M03D4.4,M03D4.4,M03D4.4,M03D4.4
M03E7.1,M03E7.1,M03E7.1,M03E7.1,M03E7.1,M03E7.1,M03E7.1
M03E7.2,M03E7.2,M03E7.2,M03E7.2,M03E7.2,M03E7.2,M03E7.2
M03E7.3,M03E7.3,M03E7.3,M03E7.3,M03E7.3,M03E7.3,M03E7.3
M03E7.4,M03E7.4,M03E7.4,M03E7.4,M03E7.4,M03E7.4,M03E7.4
memb-2,memb-2,memb-2,memb-2,memb-2,memb-2,memb-2
M03F4.4,M03F4.4,M03F4.4,M03F4.4,M03F4.4,M03F4.4,M03F4.4
M03F4.6,M03F4.6,M03F4.6,M03F4.6,M03F4.6,M03F4.6,M03F4.6
calu-1,calu-1,calu-1,calu-1,calu-1,calu-1,calu-1
M03F8.1,M03F8.1,M03F8.1,M03F8.1,M03F8.1,M03F8.1,M03F8.1
M03F8.3,M03F8.3,M03F8.3,M03F8.3,M03F8.3,M03F8.3,M03F8.3
galt-1,galt-1,galt-1,galt-1,galt-1,galt-1,galt-1
M03F8.5,M03F8.5,M03F8.5,M03F8.5,M03F8.5,M03F8.5,M03F8.5
M03F8.6,M03F8.6,M03F8.6,M03F8.6,M03F8.6,M03F8.6,M03F8.6
M4.1,M4.1,M4.1,M4.1,M4.1,M4.1,M4.1
rpa-2,rpa-2,rpa-2,rpa-2,rpa-2,rpa-2,rpa-2
M04F3.2,M04F3.2,M04F3.2,M04F3.2,M04F3.2,M04F3.2,M04F3.2
M04F3.3,M04F3.3,M04F3.3,M04F3.3,M04F3.3,M04F3.3,M04F3.3
M04F3.4,M04F3.4,M04F3.4,M04F3.4,M04F3.4,M04F3.4,M04F3.4
M04F3.5,M04F3.5,M04F3.5,M04F3.5,M04F3.5,M04F3.5,M04F3.5
M04G7.1,M04G7.1,M04G7.1,M04G7.1,M04G7.1,M04G7.1,M04G7.1
M04G7.2,M04G7.2,M04G7.2,M04G7.2,M04G7.2,M04G7.2,M04G7.2
M04G7.3,M04G7.3,M04G7.3,M04G7.3,M04G7.3,M04G7.3,M04G7.3
M6.4,M6.4,M6.4,M6.4,M6.4,M6.4,M6.4
M57.1,M57.1,M57.1,M57.1,M57.1,M57.1,M57.1
M57.2,M57.2,M57.2,M57.2,M57.2,M57.2,M57.2
M60.2,M60.2,M60.2,M60.2,M60.2,M60.2,M60.2
M60.4,M60.4,M60.4,M60.4,M60.4,M60.4,M60.4
M60.6,M60.6,M60.6,M60.6,M60.6,M60.6,M60.6
M60.7,M60.7,M60.7,M60.7,M60.7,M60.7,M60.7
M70.1,M70.1,M70.1,M70.1,M70.1,M70.1,M70.1
M70.2,M70.2,M70.2,M70.2,M70.2,M70.2,M70.2
M70.3,M70.3,M70.3,M70.3,M70.3,M70.3,M70.3
M70.4,M70.4,M70.4,M70.4,M70.4,M70.4,M70.4
M70.5,M70.5,M70.5,M70.5,M70.5,M70.5,M70.5
M116.1,M116.1,M116.1,M116.1,M116.1,M116.1,M116.1
sdz-25,sdz-25,sdz-25,sdz-25,sdz-25,sdz-25,sdz-25
M116.5,M116.5,M116.5,M116.5,M116.5,M116.5,M116.5
M151.1,M151.1,M151.1,M151.1,M151.1,M151.1,M151.1
M151.2,M151.2,M151.2,M151.2,M151.2,M151.2,M151.2
M151.3,M151.3,M151.3,M151.3,M151.3,M151.3,M151.3
M151.4,M151.4,M151.4,M151.4,M151.4,M151.4,M151.4
fbxb-31,fbxb-31,fbxb-31,fbxb-31,fbxb-31,fbxb-31,fbxb-31
fbxb-32,fbxb-32,fbxb-32,fbxb-32,fbxb-32,fbxb-32,fbxb-32
M151.7,M151.7,M151.7,M151.7,M151.7,M151.7,M151.7
mtss-1,mtss-1,mtss-1,mtss-1,mtss-1,mtss-1,mtss-1
aak-1,aak-1,aak-1,aak-1,aak-1,aak-1,aak-1
PDB1.1,PDB1.1,PDB1.1,PDB1.1,PDB1.1,PDB1.1,PDB1.1
R01B10.2,R01B10.2,R01B10.2,R01B10.2,R01B10.2,R01B10.2,R01B10.2
R01B10.3,R01B10.3,R01B10.3,R01B10.3,R01B10.3,R01B10.3,R01B10.3
R01B10.4,R01B10.4,R01B10.4,R01B10.4,R01B10.4,R01B10.4,R01B10.4
jamp-1,jamp-1,jamp-1,jamp-1,jamp-1,jamp-1,jamp-1
R01B10.6,R01B10.6,R01B10.6,R01B10.6,R01B10.6,R01B10.6,R01B10.6
R01H2.1,R01H2.1,R01H2.1,R01H2.1,R01H2.1,R01H2.1,R01H2.1
R01H2.2,R01H2.2,R01H2.2,R01H2.2,R01H2.2,R01H2.2,R01H2.2
egg-2,egg-2,egg-2,egg-2,egg-2,egg-2,egg-2
R01H2.4,R01H2.4,R01H2.4,R01H2.4,R01H2.4,R01H2.4,R01H2.4
ger-1,ger-1,ger-1,ger-1,ger-1,ger-1,ger-1
R02C2.1,R02C2.1,R02C2.1,R02C2.1,R02C2.1,R02C2.1,R02C2.1
kin-34,kin-34,kin-34,kin-34,kin-34,kin-34,kin-34
nhr-204,nhr-204,nhr-204,nhr-204,nhr-204,nhr-204,nhr-204
R02C2.6,R02C2.6,R02C2.6,R02C2.6,R02C2.6,R02C2.6,R02C2.6
R02C2.7,R02C2.7,R02C2.7,R02C2.7,R02C2.7,R02C2.7,R02C2.7
R02D3.1,R02D3.1,R02D3.1,R02D3.1,R02D3.1,R02D3.1,R02D3.1
cogc-8,cogc-8,cogc-8,cogc-8,cogc-8,cogc-8,cogc-8
R02D3.3,R02D3.3,R02D3.3,R02D3.3,R02D3.3,R02D3.3,R02D3.3
R02D3.4,R02D3.4,R02D3.4,R02D3.4,R02D3.4,R02D3.4,R02D3.4
fnta-1,fnta-1,fnta-1,fnta-1,fnta-1,fnta-1,fnta-1
R02D3.7,R02D3.7,R02D3.7,R02D3.7,R02D3.7,R02D3.7,R02D3.7
R02D3.8,R02D3.8,R02D3.8,R02D3.8,R02D3.8,R02D3.8,R02D3.8
R02E4.1,R02E4.1,R02E4.1,R02E4.1,R02E4.1,R02E4.1,R02E4.1
mop-25.1,mop-25.1,mop-25.1,mop-25.1,mop-25.1,mop-25.1,mop-25.1
R02E12.4,R02E12.4,R02E12.4,R02E12.4,R02E12.4,R02E12.4,R02E12.4
R02E12.5,R02E12.5,R02E12.5,R02E12.5,R02E12.5,R02E12.5,R02E12.5
hrg-1,hrg-1,hrg-1,hrg-1,hrg-1,hrg-1,hrg-1
R02F2.1,R02F2.1,R02F2.1,R02F2.1,R02F2.1,R02F2.1,R02F2.1
osg-1,osg-1,osg-1,osg-1,osg-1,osg-1,osg-1
R02F2.4,R02F2.4,R02F2.4,R02F2.4,R02F2.4,R02F2.4,R02F2.4
R02F2.5,R02F2.5,R02F2.5,R02F2.5,R02F2.5,R02F2.5,R02F2.5
R02F2.6,R02F2.6,R02F2.6,R02F2.6,R02F2.6,R02F2.6,R02F2.6
R02F2.7,R02F2.7,R02F2.7,R02F2.7,R02F2.7,R02F2.7,R02F2.7
R02F2.8,R02F2.8,R02F2.8,R02F2.8,R02F2.8,R02F2.8,R02F2.8
R02F2.9,R02F2.9,R02F2.9,R02F2.9,R02F2.9,R02F2.9,R02F2.9
R02F11.1,R02F11.1,R02F11.1,R02F11.1,R02F11.1,R02F11.1,R02F11.1
R02F11.2,R02F11.2,R02F11.2,R02F11.2,R02F11.2,R02F11.2,R02F11.2
R02F11.3,R02F11.3,R02F11.3,R02F11.3,R02F11.3,R02F11.3,R02F11.3
R02F11.4,R02F11.4,R02F11.4,R02F11.4,R02F11.4,R02F11.4,R02F11.4
R03E9.2,R03E9.2,R03E9.2,R03E9.2,R03E9.2,R03E9.2,R03E9.2
abts-4,abts-4,abts-4,abts-4,abts-4,abts-4,abts-4
irld-13,irld-13,irld-13,irld-13,irld-13,irld-13,irld-13
gpx-7,gpx-7,gpx-7,gpx-7,gpx-7,gpx-7,gpx-7
R03G5.6,R03G5.6,R03G5.6,R03G5.6,R03G5.6,R03G5.6,R03G5.6
oac-40,oac-40,oac-40,oac-40,oac-40,oac-40,oac-40
srt-18,srt-18,srt-18,srt-18,srt-18,srt-18,srt-18
oac-41,oac-41,oac-41,oac-41,oac-41,oac-41,oac-41
R03H10.1,R03H10.1,R03H10.1,R03H10.1,R03H10.1,R03H10.1,R03H10.1
R03H10.2,R03H10.2,R03H10.2,R03H10.2,R03H10.2,R03H10.2,R03H10.2
R03H10.4,R03H10.4,R03H10.4,R03H10.4,R03H10.4,R03H10.4,R03H10.4
R03H10.5,R03H10.5,R03H10.5,R03H10.5,R03H10.5,R03H10.5,R03H10.5
R03H10.6,R03H10.6,R03H10.6,R03H10.6,R03H10.6,R03H10.6,R03H10.6
R03H10.7,R03H10.7,R03H10.7,R03H10.7,R03H10.7,R03H10.7,R03H10.7
R04A9.1,R04A9.1,R04A9.1,R04A9.1,R04A9.1,R04A9.1,R04A9.1
nrde-3,nrde-3,nrde-3,nrde-3,nrde-3,nrde-3,nrde-3
R04A9.3,R04A9.3,R04A9.3,R04A9.3,R04A9.3,R04A9.3,R04A9.3
ceh-93,ceh-93,ceh-93,ceh-93,ceh-93,ceh-93,ceh-93
R04A9.6,R04A9.6,R04A9.6,R04A9.6,R04A9.6,R04A9.6,R04A9.6
