,Excretory_cells,Somatic_gonad_precursors,Body_wall_muscle,Am/PH_sheath_cells,Non-seam_hypodermis,Germline,Cholinergic_neurons,GABAergic_neurons,Pharyngeal_epithelia,Touch_receptor_neurons,Intestinal/rectal_muscle,Canal_associated_neurons,Intestine,Seam_cells,Rectum,Other_interneurons,Pharyngeal_neurons,Ciliated_sensory_neurons,Oxygen_sensory_neurons,Pharyngeal_gland,Pharyngeal_muscle,Coelomocytes
Intestinal/rectal_muscle,0.3186230668001865,0.4294570601181025,1.0510982390297865,0.9655720949745967,0.4363409615271302,0.905354210394045,0.9765417623563247,1.0907114758377496,1.750801642608886,1.0225050309269632,0.5130738723800492,1.4762535331884357,0.4706338191805123,0.5476001540885584,0.21268124337545247,0.7129824986778984,1.2692177243336111,0.751413756144896,0.8429968031674749,0.37752692872187665,0.5762627500176709,1.1817741063860447
Canal_associated_neurons,0.4614891026950123,0.24359212745104186,0.6969119894719464,1.3036436112666683,0.8858896434681085,0.5183424274290147,1.3036436112666683,0.8855558275547455,1.8728952016351899,0.9858996784803796,1.4762535331884357,0.694756142493993,0.4199878874705757,0.5972229303896526,0.5997211104359058,0.6607473659673003,1.5951662833800604,0.6957249495228717,0.7129824986778984,0.2601904009786411,0.5094796906366512,0.9961088337630896
Intestine,0.023810560769543125,0.024867015344839642,0.2527436025578557,0.37695756575361844,0.08460016478773018,0.09068471791396135,0.20666369732784684,0.009306039320248418,0.31618776425870526,0.06180561717685331,0.4706338191805123,0.4199878874705757,0.029211614052320173,0.007667440952535675,0.007402303897961764,0.05396552672852986,0.3230778744625193,0.05107381370530062,0.21474136664229895,0.029211614052320173,0.049391775215769214,0.13948232253825366
Seam_cells,0.09552790091978551,0.06138021849731891,0.1641826457065271,0.5217943639881175,0.3111354319452081,0.30124719720984544,0.17577650963918318,0.010527934210463073,0.3554137164372494,0.02218497391681331,0.5476001540885584,0.5972229303896526,0.007667440952535675,0.15480890685210072,0.2305857456910343,0.02930452617374279,0.15754678499391944,0.16342272515935097,0.3546759984377067,0.09672005072344417,0.10676547963846399,0.2623303726433581
Rectum,0.09326102592405744,0.07316898970896799,0.17809362264767695,0.6150197043486956,0.11067027939865703,0.19876784616970822,0.1473675420884855,0.06045578864559672,0.657676033687118,0.24875939900723248,0.21268124337545247,0.5997211104359058,0.007402303897961764,0.2305857456910343,0.19876784616970822,0.1133964857132877,0.26544017842052386,0.08131451980848005,0.3186682940308343,0.1642143379371322,0.11480845939315207,0.24324981886939945
Other_interneurons,0.06318476880236705,0.011797899741219161,0.5322439487559671,0.6017994927805721,0.03862637240519885,0.12508352556843524,0.3010734272837887,0.23251018966307005,0.47566879971134796,0.3904589471827226,0.7129824986778984,0.6607473659673003,0.05396552672852986,0.02930452617374279,0.1133964857132877,0.12508352556843524,0.8961962790440431,0.05796713085917463,0.30565808963581875,0.12508352556843524,0.06920373701669978,0.2640419978570752
Pharyngeal_neurons,0.08029446545087898,0.2575105354182249,1.7293211638552948,0.8961962790440431,0.3843129180651688,0.8961962790440431,0.8961962790440431,0.5934598195660449,1.0577438495805356,0.47320856798117894,1.2692177243336111,1.5951662833800604,0.3230778744625193,0.15754678499391944,0.26544017842052386,0.8961962790440431,0.8961962790440431,1.081445469449726,0.48724891748989874,0.15051916275601376,0.35237256352266094,0.877620267930888
Ciliated_sensory_neurons,0.10361158815396276,0.08932224525729474,0.4869822746683818,0.4304505351112964,0.039053804266168564,0.42974902280600813,0.42544789133609545,0.231250934782467,0.5763446074266215,0.3670368318327389,0.751413756144896,0.6957249495228717,0.05107381370530062,0.16342272515935097,0.08131451980848005,0.05796713085917463,1.081445469449726,0.30456210540226397,0.48425858333063465,0.2658004393137691,0.21997087266266166,0.5299572124427864
Oxygen_sensory_neurons,0.18782222584124605,0.0947439512515487,0.8560488835760363,0.6044115364317564,0.21059557948885918,0.4995576821425101,0.3848393356834436,0.3481407307530511,0.6660491956127528,0.44538971477383593,0.8429968031674749,0.7129824986778984,0.21474136664229895,0.3546759984377067,0.3186682940308343,0.30565808963581875,0.48724891748989874,0.48425858333063465,0.35699171560956294,0.16765078374046222,0.15720360482441992,0.4273607029571867
Pharyngeal_gland,0.08055578953476307,0.07104115911917021,0.13065091924090705,0.3010734272837887,0.12147820449879346,0.12508352556843524,0.12508352556843524,0.039030047012154095,0.26252905258730685,0.029025849420539224,0.37752692872187665,0.2601904009786411,0.029211614052320173,0.09672005072344417,0.1642143379371322,0.12508352556843524,0.15051916275601376,0.2658004393137691,0.16765078374046222,0.12508352556843524,0.05131812878932217,0.18712005190994394
Pharyngeal_muscle,0.0369681249461017,0.05107381370530062,0.3205266774705861,0.4101062241749673,0.14822203224491762,0.20957408260888935,0.3001189335327579,0.1447231961699082,0.5236031732746699,0.1330926829634033,0.5762627500176709,0.5094796906366512,0.049391775215769214,0.10676547963846399,0.11480845939315207,0.06920373701669978,0.35237256352266094,0.21997087266266166,0.15720360482441992,0.05131812878932217,0.20957408260888935,0.36111157529492444
Coelomocytes,0.19337916951749473,0.19507722642700132,0.5519897269605238,0.8228965675634637,0.4337982811450871,0.9935339577507681,0.703334809738469,0.29272797145197976,1.0096611452123985,0.3458716087381876,1.1817741063860447,0.9961088337630896,0.13948232253825366,0.2623303726433581,0.24324981886939945,0.2640419978570752,0.877620267930888,0.5299572124427864,0.4273607029571867,0.18712005190994394,0.36111157529492444,0.7024583321818401
